anio,provincia_id,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tm,Rendimiento_Real_kgxha,Rendimiento_Predicho_kgxha,Error_Absoluto_kgxha,Error_Relativo_pct,Provincia_Nombre
2014,6,43000,42000,94400,2248,2365.65,117.65,5.23,Buenos Aires
1974,18,110,95,104,1095,1100.47,5.47,0.5,Corrientes
2003,14,6000,6000,11100,1850,2003.16,153.16,8.28,Córdoba
2013,90,75000,74950,149900,2000,2050.57,50.57,2.53,Tucumán
2008,6,25500,19500,11600,595,838.46,243.46,40.92,Buenos Aires
1992,14,213000,213000,490300,2302,2253.48,48.52,2.11,Córdoba
2022,6,25500,5500,4950,900,1291.94,391.94,43.55,Buenos Aires
2009,42,35500,34800,75350,2165,2238.49,73.49,3.39,La Pampa
1987,14,200,200,460,2300,1889.67,410.33,17.84,Córdoba
1994,6,200,200,300,1500,1521.83,21.83,1.46,Buenos Aires
1993,6,144000,141600,283500,2002,2192.82,190.82,9.53,Buenos Aires
1995,22,300,300,405,1350,1554.02,204.02,15.11,Chaco
1977,86,21,21,36,1714,1534.96,179.04,10.45,Santiago del Estero
2010,86,210000,210000,514500,2450,2433.74,16.26,0.66,Santiago del Estero
2000,14,82000,82000,198600,2422,2396.72,25.28,1.04,Córdoba
2001,6,10500,10500,21200,2019,2194.0,175.0,8.67,Buenos Aires
1989,6,100,100,110,1100,1316.33,216.33,19.67,Buenos Aires
1989,90,9000,8950,17500,1955,1944.35,10.65,0.54,Tucumán
2012,6,350,250,450,1800,1782.79,17.21,0.96,Buenos Aires
2010,74,1200,1200,2880,2400,2017.17,382.83,15.95,San Luis
2021,6,24067,21660,50040,2310,2322.2,12.2,0.53,Buenos Aires
2006,86,68000,68000,170000,2500,2499.82,0.18,0.01,Santiago del Estero
1994,22,1000,1000,1300,1300,1613.73,313.73,24.13,Chaco
1971,54,200,80,72,900,994.66,94.66,10.52,Misiones
2019,6,23000,20000,25000,1250,1865.27,615.27,49.22,Buenos Aires
1966,66,126,50,43,860,888.45,28.45,3.31,Salta
1973,18,20,13,21,1615,1358.17,256.83,15.9,Corrientes
2012,6,96985,91705,279178,3044,3027.55,16.45,0.54,Buenos Aires
2011,6,400,270,594,2200,1802.24,397.76,18.08,Buenos Aires
1980,82,1050,450,730,1622,1585.79,36.21,2.23,Santa Fe
1996,6,2000,2000,4400,2200,1928.94,271.06,12.32,Buenos Aires
2002,6,10000,10000,16000,1600,1995.85,395.85,24.74,Buenos Aires
2020,42,54200,53100,124400,2343,2387.34,44.34,1.89,La Pampa
2008,6,35133,29788,33776,1134,1273.56,139.56,12.31,Buenos Aires
2016,66,220,220,550,2500,2494.36,5.64,0.23,Salta
2009,6,23500,23500,40200,1711,2001.08,290.08,16.95,Buenos Aires
1979,6,50,50,75,1500,1490.48,9.52,0.63,Buenos Aires
1992,90,17000,16550,31400,1897,1927.59,30.59,1.61,Tucumán
2010,90,35500,35430,106290,3000,2724.79,275.21,9.17,Tucumán
1976,30,150,140,210,1500,1499.22,0.78,0.05,Entre Ríos
2023,66,9575,9575,20535,2145,2290.39,145.39,6.78,Salta
1988,42,800,750,1100,1467,1614.9,147.9,10.08,La Pampa
2001,6,23500,23000,46000,2000,2145.23,145.23,7.26,Buenos Aires
1976,30,2040,1950,3000,1538,1590.75,52.75,3.43,Entre Ríos
2012,82,73000,73000,128400,1759,1787.4,28.4,1.61,Santa Fe
2012,22,1300,1300,2470,1900,1902.53,2.53,0.13,Chaco
2021,86,7500,7500,18750,2500,2329.28,170.72,6.83,Santiago del Estero
1966,90,1900,1700,2220,1306,1252.28,53.72,4.11,Tucumán
2005,30,119000,117500,159752,1360,1394.2,34.2,2.51,Entre Ríos
1987,82,39000,36500,85800,2351,2213.16,137.84,5.86,Santa Fe
2017,90,200,200,580,2900,2560.35,339.65,11.71,Tucumán
2009,14,500,500,1250,2500,1891.09,608.91,24.36,Córdoba
1996,6,13000,12500,26300,2104,2025.24,78.76,3.74,Buenos Aires
2005,42,100,100,106,1060,1724.0,664.0,62.64,La Pampa
1958,54,120,108,97,898,1002.04,104.04,11.59,Misiones
1996,6,400,400,600,1500,1653.29,153.29,10.22,Buenos Aires
1978,6,2000,1900,3420,1800,1704.83,95.17,5.29,Buenos Aires
1981,66,250,250,420,1680,1771.16,91.16,5.43,Salta
1988,6,14000,14000,28000,2000,2007.64,7.64,0.38,Buenos Aires
2017,66,33270,33270,79848,2400,2447.9,47.9,2.0,Salta
1942,6,180,180,180,1000,989.82,10.18,1.02,Buenos Aires
2023,6,76730,76730,156676,2042,2171.23,129.23,6.33,Buenos Aires
1992,86,11300,11000,28700,2609,2253.09,355.91,13.64,Santiago del Estero
1997,30,4000,4000,8700,2175,2140.4,34.6,1.59,Entre Ríos
2014,6,300,280,980,3500,2449.85,1050.15,30.0,Buenos Aires
1986,14,8000,8000,11200,1400,1714.61,314.61,22.47,Córdoba
2010,42,1800,1500,1200,800,1611.12,811.12,101.39,La Pampa
1973,6,80,72,100,1389,1301.75,87.25,6.28,Buenos Aires
2008,6,57500,56600,66970,1183,1221.8,38.8,3.28,Buenos Aires
1986,30,300,200,280,1400,1470.66,70.66,5.05,Entre Ríos
2012,6,33200,33200,86600,2608,2642.2,34.2,1.31,Buenos Aires
1979,6,740,740,330,446,912.72,466.72,104.65,Buenos Aires
1969,6,150,150,170,1133,1150.05,17.05,1.5,Buenos Aires
2018,74,1050,1050,2085,1986,2573.48,587.48,29.58,San Luis
1991,6,1000,950,1700,1789,1664.46,124.54,6.96,Buenos Aires
2014,74,28000,28000,78400,2800,2671.82,128.18,4.58,San Luis
1992,6,1000,1000,1600,1600,1643.59,43.59,2.72,Buenos Aires
1994,6,700,700,1300,1857,1652.77,204.23,11.0,Buenos Aires
2016,6,77900,75300,171140,2273,2341.61,68.61,3.02,Buenos Aires
1985,82,91000,91000,183850,2020,2028.22,8.22,0.41,Santa Fe
1988,6,4000,4000,6000,1500,1731.02,231.02,15.4,Buenos Aires
2005,22,12001,8501,18900,2223,2019.14,203.86,9.17,Chaco
1942,82,1345,997,450,451,893.09,442.09,98.02,Santa Fe
1978,6,1500,1500,2400,1600,1628.56,28.56,1.79,Buenos Aires
1995,6,2000,2000,3000,1500,1636.88,136.88,9.13,Buenos Aires
1987,30,7000,6700,11420,1704,1833.66,129.66,7.61,Entre Ríos
2003,22,53000,50350,50400,1001,1137.63,136.63,13.65,Chaco
2014,30,85400,85280,202486,2374,2429.18,55.18,2.32,Entre Ríos
1968,90,250,250,325,1300,1132.87,167.13,12.86,Tucumán
2021,6,92804,85514,266428,3116,3080.16,35.84,1.15,Buenos Aires
1998,6,6000,6000,10000,1667,1899.23,232.23,13.93,Buenos Aires
1981,18,20,20,28,1400,1397.26,2.74,0.2,Corrientes
2018,86,114800,110800,342323,3090,2999.67,90.33,2.92,Santiago del Estero
2014,6,16500,16500,39050,2367,2524.97,157.97,6.67,Buenos Aires
1989,14,20000,20000,46000,2300,2201.62,98.38,4.28,Córdoba
1981,6,5500,5500,11000,2000,1936.03,63.97,3.2,Buenos Aires
1988,14,27000,25000,32000,1280,1533.55,253.55,19.81,Córdoba
2010,18,45,45,70,1556,1751.63,195.63,12.57,Corrientes
1976,82,143500,130000,328000,2523,2304.59,218.41,8.66,Santa Fe
2009,38,460,460,1288,2800,1907.66,892.34,31.87,Jujuy
2020,14,2000,2000,5600,2800,2622.97,177.03,6.32,Córdoba
1983,14,500,500,1100,2200,1816.81,383.19,17.42,Córdoba
2000,22,12000,11000,22000,2000,2096.3,96.3,4.81,Chaco
2002,14,317000,314000,640000,2038,2184.61,146.61,7.19,Córdoba
2014,90,3900,3600,7200,2000,2372.49,372.49,18.62,Tucumán
1987,54,1200,1200,2400,2000,1808.75,191.25,9.56,Misiones
2011,6,97000,92150,285095,3094,3037.89,56.11,1.81,Buenos Aires
1966,82,200,200,240,1200,1099.8,100.2,8.35,Santa Fe
2019,6,98000,97677,317573,3251,3261.44,10.44,0.32,Buenos Aires
1996,14,32000,32000,75800,2369,2260.53,108.47,4.58,Córdoba
2011,90,900,900,2070,2300,2431.49,131.49,5.72,Tucumán
2006,54,10,10,20,2000,1837.22,162.78,8.14,Misiones
1960,54,8,8,8,1000,932.61,67.39,6.74,Misiones
1974,82,39000,38000,54000,1421,1440.26,19.26,1.36,Santa Fe
2007,22,60000,60000,143946,2399,2458.02,59.02,2.46,Chaco
2000,34,1100,800,1200,1500,1779.02,279.02,18.6,Formosa
2021,6,46800,46450,159555,3435,3345.33,89.67,2.61,Buenos Aires
1989,6,1200,1200,2400,2000,1840.92,159.08,7.95,Buenos Aires
2002,86,500,500,1000,2000,1905.56,94.44,4.72,Santiago del Estero
1989,6,5000,5000,12000,2400,2082.83,317.17,13.22,Buenos Aires
1998,82,115000,114000,254200,2230,2228.77,1.23,0.06,Santa Fe
1977,30,1000,1000,2400,2400,1842.66,557.34,23.22,Entre Ríos
2002,6,63928,63928,180000,2816,2783.52,32.48,1.15,Buenos Aires
2003,54,100,100,220,2200,1798.67,401.33,18.24,Misiones
1983,6,100,100,180,1800,1709.93,90.07,5.0,Buenos Aires
1996,6,500,500,700,1400,1625.14,225.14,16.08,Buenos Aires
1969,6,150,150,191,1273,1181.88,91.12,7.16,Buenos Aires
1995,6,1100,1100,1520,1382,1587.71,205.71,14.88,Buenos Aires
2015,22,1700,1620,3726,2300,2343.22,43.22,1.88,Chaco
1987,82,240000,240000,585000,2438,2277.95,160.05,6.56,Santa Fe
1986,54,455,455,530,1165,1281.16,116.16,9.97,Misiones
1984,14,300,300,450,1500,1575.99,75.99,5.07,Córdoba
1994,18,240,240,432,1800,1676.9,123.1,6.84,Corrientes
1941,54,100,100,100,1000,1113.94,113.94,11.39,Misiones
2008,90,140,140,392,2800,2570.31,229.69,8.2,Tucumán
1982,22,100,100,140,1400,1448.79,48.79,3.49,Chaco
2009,22,4800,4000,6710,1678,1920.11,242.11,14.43,Chaco
1989,42,8000,7850,16500,2102,1924.59,177.41,8.44,La Pampa
1992,22,1000,1000,1800,1800,1695.28,104.72,5.82,Chaco
1970,54,100,100,200,2000,1698.68,301.32,15.07,Misiones
1973,6,200,50,50,1000,1013.38,13.38,1.34,Buenos Aires
2020,66,363,363,1016,2799,2593.24,205.76,7.35,Salta
1982,18,200,200,300,1500,1509.38,9.38,0.63,Corrientes
2017,42,9600,9300,20390,2192,2350.95,158.95,7.25,La Pampa
1942,82,95,95,90,947,1047.2,100.2,10.58,Santa Fe
1997,6,800,800,1900,2375,1876.1,498.9,21.01,Buenos Aires
2013,90,1250,1250,2875,2300,2415.45,115.45,5.02,Tucumán
1963,82,100,60,51,850,961.36,111.36,13.1,Santa Fe
1973,82,300,300,360,1200,1328.73,128.73,10.73,Santa Fe
2000,14,260,229,322,1406,1724.2,318.2,22.63,Córdoba
1962,14,750,750,975,1300,1173.01,126.99,9.77,Córdoba
2013,86,4000,4000,8000,2000,2394.73,394.73,19.74,Santiago del Estero
2013,14,69000,69000,178600,2588,2557.3,30.7,1.19,Córdoba
2015,6,16350,16350,62625,3830,3115.76,714.24,18.65,Buenos Aires
1985,54,600,600,660,1100,1503.27,403.27,36.66,Misiones
2009,86,10200,10200,30260,2967,2463.22,503.78,16.98,Santiago del Estero
1989,14,30000,30000,60000,2000,2035.97,35.97,1.8,Córdoba
1984,6,600,600,1080,1800,1661.46,138.54,7.7,Buenos Aires
1987,6,37600,37400,80200,2144,2120.89,23.11,1.08,Buenos Aires
2018,86,42860,41820,126262,3019,2988.24,30.76,1.02,Santiago del Estero
2005,38,2000,2000,5279,2640,2170.77,469.23,17.77,Jujuy
2012,6,95000,92900,288360,3104,3117.55,13.55,0.44,Buenos Aires
1995,6,500,500,800,1600,1683.97,83.97,5.25,Buenos Aires
2008,22,99530,84601,93061,1100,1111.19,11.19,1.02,Chaco
2009,86,400,400,1400,3500,2010.1,1489.9,42.57,Santiago del Estero
1987,6,65900,65700,163800,2493,2337.2,155.8,6.25,Buenos Aires
1988,14,16000,13500,20000,1481,1654.67,173.67,11.73,Córdoba
2009,6,78450,76650,254680,3323,3246.18,76.82,2.31,Buenos Aires
1984,30,600,600,399,665,1122.88,457.88,68.85,Entre Ríos
2021,74,2700,2700,6750,2500,2299.22,200.78,8.03,San Luis
1973,38,150,150,155,1033,1150.06,117.06,11.33,Jujuy
1990,82,47000,40000,92000,2300,2191.41,108.59,4.72,Santa Fe
2018,6,47000,44470,147006,3306,3093.45,212.55,6.43,Buenos Aires
2010,42,48500,47500,75340,1586,1650.18,64.18,4.05,La Pampa
2015,86,112000,102000,275400,2700,2657.63,42.37,1.57,Santiago del Estero
1972,82,400,300,300,1000,1251.0,251.0,25.1,Santa Fe
2012,6,118500,118500,448800,3787,3657.74,129.26,3.41,Buenos Aires
1987,6,36000,36000,79000,2194,2141.82,52.18,2.38,Buenos Aires
2006,10,23000,23000,64400,2800,2681.18,118.82,4.24,Catamarca
2021,6,61100,60700,177100,2918,2909.24,8.76,0.3,Buenos Aires
1969,66,60,60,78,1300,1154.86,145.14,11.16,Salta
2015,90,1200,1200,3960,3300,2644.0,656.0,19.88,Tucumán
2000,6,3200,3120,4800,1538,1593.77,55.77,3.63,Buenos Aires
2016,86,3500,3500,12250,3500,2851.58,648.42,18.53,Santiago del Estero
1978,86,6000,6000,10260,1710,1890.5,180.5,10.56,Santiago del Estero
2015,14,894613,883613,2637503,2985,2708.57,276.43,9.26,Córdoba
1989,6,45000,44000,88000,2000,2042.56,42.56,2.13,Buenos Aires
2008,82,3000,3000,4200,1400,1610.01,210.01,15.0,Santa Fe
1968,54,600,480,408,850,943.06,93.06,10.95,Misiones
2009,22,131500,128200,357400,2788,2750.83,37.17,1.33,Chaco
2011,6,1400,1400,3440,2457,1895.02,561.98,22.87,Buenos Aires
1983,82,47000,47000,122200,2600,2357.45,242.55,9.33,Santa Fe
2002,18,140,110,270,2455,1755.08,699.92,28.51,Corrientes
1964,54,2000,1980,2367,1195,1112.83,82.17,6.88,Misiones
1999,6,600,540,600,1111,1701.49,590.49,53.15,Buenos Aires
2000,82,100000,96500,144800,1501,1480.38,20.62,1.37,Santa Fe
1989,6,53400,53400,128160,2400,2285.65,114.35,4.76,Buenos Aires
1973,34,150,150,150,1000,1143.98,143.98,14.4,Formosa
1988,66,41000,16000,24000,1500,1056.18,443.82,29.59,Salta
2008,86,800,800,1920,2400,1905.63,494.37,20.6,Santiago del Estero
1997,6,49000,49000,123600,2522,2591.79,69.79,2.77,Buenos Aires
1988,22,1250,1250,1800,1440,1539.04,99.04,6.88,Chaco
1988,6,250,250,400,1600,1629.45,29.45,1.84,Buenos Aires
1982,82,500,500,750,1500,1640.66,140.66,9.38,Santa Fe
2006,54,10,10,20,2000,1837.22,162.78,8.14,Misiones
1985,82,172500,172500,375370,2176,2263.63,87.63,4.03,Santa Fe
2003,6,6000,5650,10000,1770,1893.53,123.53,6.98,Buenos Aires
2015,6,54800,53100,112860,2125,2320.68,195.68,9.21,Buenos Aires
1980,42,300,150,165,1100,1203.25,103.25,9.39,La Pampa
2017,86,2500,2500,6250,2500,2508.17,8.17,0.33,Santiago del Estero
2023,6,17500,17500,35300,2017,2570.27,553.27,27.43,Buenos Aires
2006,14,305000,305000,952800,3124,2978.84,145.16,4.65,Córdoba
1984,82,206000,206000,430500,2090,2048.43,41.57,1.99,Santa Fe
1989,6,14000,13500,24000,1778,1844.84,66.84,3.76,Buenos Aires
1983,86,110,110,200,1818,1871.35,53.35,2.93,Santiago del Estero
1976,22,40,40,45,1125,1077.33,47.67,4.24,Chaco
2006,6,99900,99900,375680,3761,3752.06,8.94,0.24,Buenos Aires
2015,42,2000,2000,3400,1700,2224.16,524.16,30.83,La Pampa
1984,6,500,500,600,1200,1506.08,306.08,25.51,Buenos Aires
1956,54,500,300,300,1000,967.99,32.01,3.2,Misiones
2021,74,5500,5500,18900,3436,2398.03,1037.97,30.21,San Luis
1987,66,16000,16000,40000,2500,2302.44,197.56,7.9,Salta
1983,6,41600,41500,93400,2251,2212.5,38.5,1.71,Buenos Aires
2011,6,109250,99807,322586,3232,3140.4,91.6,2.83,Buenos Aires
2001,6,2500,2400,2700,1125,1710.07,585.07,52.01,Buenos Aires
2023,86,4000,3994,13979,3500,3110.6,389.4,11.13,Santiago del Estero
1991,14,162000,162000,300500,1855,1884.03,29.03,1.56,Córdoba
2022,6,6700,6700,9800,1463,1630.76,167.76,11.47,Buenos Aires
1997,6,700,650,1100,1692,1826.26,134.26,7.94,Buenos Aires
1974,6,300,300,360,1200,1329.79,129.79,10.82,Buenos Aires
2015,54,50,50,145,2900,2496.79,403.21,13.9,Misiones
2021,6,1430,1330,3560,2677,2337.45,339.55,12.68,Buenos Aires
1951,54,20,15,12,800,880.42,80.42,10.05,Misiones
1973,6,7000,6690,12221,1827,1772.94,54.06,2.96,Buenos Aires
1985,6,20000,20000,44000,2200,2158.25,41.75,1.9,Buenos Aires
1991,6,300,300,500,1667,1634.09,32.91,1.97,Buenos Aires
1995,6,15000,14000,19200,1371,1736.36,365.36,26.65,Buenos Aires
1988,82,120000,110000,170000,1545,1913.58,368.58,23.86,Santa Fe
1990,14,12000,12000,27600,2300,2102.08,197.92,8.61,Córdoba
2010,82,252900,252900,919440,3636,3243.53,392.47,10.79,Santa Fe
2011,6,65050,65050,204025,3136,3117.35,18.65,0.59,Buenos Aires
2004,86,2525,505,410,812,1483.72,671.72,82.72,Santiago del Estero
2008,6,188050,188050,399100,2122,2179.26,57.26,2.7,Buenos Aires
2021,90,60000,58950,106110,1800,1788.25,11.75,0.65,Tucumán
1992,22,2000,2000,3600,1800,1798.9,1.1,0.06,Chaco
2020,6,13800,13200,41880,3173,2589.18,583.82,18.4,Buenos Aires
1991,22,700,700,1300,1857,1651.23,205.77,11.08,Chaco
1977,6,70,60,54,900,978.94,78.94,8.77,Buenos Aires
1976,14,20000,18500,37000,2000,1949.75,50.25,2.51,Córdoba
1993,14,254500,254500,472200,1855,2119.33,264.33,14.25,Córdoba
2013,14,594100,574600,2003400,3487,3316.02,170.98,4.9,Córdoba
1986,6,13000,13000,24700,1900,1964.14,64.14,3.38,Buenos Aires
2007,42,28800,28200,56300,1996,2016.65,20.65,1.03,La Pampa
1981,54,3000,2700,3000,1111,1372.42,261.42,23.53,Misiones
1973,22,100,50,60,1200,1115.39,84.61,7.05,Chaco
2014,42,43000,40900,100540,2458,2413.06,44.94,1.83,La Pampa
1988,6,100,100,180,1800,1713.75,86.25,4.79,Buenos Aires
2022,34,7300,7300,14330,1963,1713.59,249.41,12.71,Formosa
1995,14,191700,191700,364200,1900,2063.67,163.67,8.61,Córdoba
1972,22,200,150,105,700,877.8,177.8,25.4,Chaco
2012,6,97000,97000,289700,2987,2959.84,27.16,0.91,Buenos Aires
1963,82,20,10,8,800,894.33,94.33,11.79,Santa Fe
2021,6,55726,55726,102672,1842,1903.16,61.16,3.32,Buenos Aires
2022,18,200,200,300,1500,1684.96,184.96,12.33,Corrientes
2011,30,122500,121500,247980,2041,2073.6,32.6,1.6,Entre Ríos
2000,22,3000,3000,6300,2100,2011.07,88.93,4.23,Chaco
1996,6,18300,17800,38400,2157,1986.92,170.08,7.88,Buenos Aires
1979,6,2200,2200,1500,682,1089.82,407.82,59.8,Buenos Aires
2004,6,42413,40394,139302,3449,3360.66,88.34,2.56,Buenos Aires
2013,6,60000,58950,198300,3364,3335.58,28.42,0.84,Buenos Aires
1982,54,2700,810,1134,1400,1475.42,75.42,5.39,Misiones
1999,6,30500,29200,83200,2849,2715.9,133.1,4.67,Buenos Aires
1993,42,2600,2500,3500,1400,1599.37,199.37,14.24,La Pampa
2005,66,53000,53000,156690,2956,2980.24,24.24,0.82,Salta
1984,86,340,340,500,1471,1630.84,159.84,10.87,Santiago del Estero
1979,6,100,100,240,2400,1857.13,542.87,22.62,Buenos Aires
2023,42,21400,21400,47000,2196,2171.17,24.83,1.13,La Pampa
1981,54,3000,2800,3100,1107,1374.81,267.81,24.19,Misiones
2022,66,25,25,40,1600,1836.9,236.9,14.81,Salta
1989,6,7000,6500,11000,1692,1833.97,141.97,8.39,Buenos Aires
2021,6,28000,28000,85200,3043,2823.44,219.56,7.22,Buenos Aires
1977,18,700,640,770,1203,1532.73,329.73,27.41,Corrientes
1970,82,200,200,370,1850,1453.3,396.7,21.44,Santa Fe
2013,30,41000,41000,105000,2561,2490.82,70.18,2.74,Entre Ríos
2021,34,400,240,504,2100,2052.23,47.77,2.27,Formosa
2008,18,3740,2780,2500,899,1426.66,527.66,58.69,Corrientes
1973,54,3000,2500,4236,1694,1451.7,242.3,14.3,Misiones
2000,6,7000,6800,9400,1382,1750.72,368.72,26.68,Buenos Aires
1983,54,1800,1800,2300,1278,1470.54,192.54,15.07,Misiones
2003,30,29000,29000,49300,1700,1813.97,113.97,6.7,Entre Ríos
2019,82,3000,3000,9000,3000,2660.41,339.59,11.32,Santa Fe
1989,14,24000,23000,44000,1913,1962.66,49.66,2.6,Córdoba
2000,6,7500,7100,18500,2606,2287.32,318.68,12.23,Buenos Aires
2010,42,12000,12000,14100,1175,1741.56,566.56,48.22,La Pampa
2022,6,48000,48000,93080,1939,2009.67,70.67,3.64,Buenos Aires
1972,90,12000,12000,16800,1400,1544.66,144.66,10.33,Tucumán
1973,6,700,700,1190,1700,1473.04,226.96,13.35,Buenos Aires
1984,66,2000,2000,3800,1900,1831.82,68.18,3.59,Salta
2022,86,500,500,750,1500,1801.79,301.79,20.12,Santiago del Estero
1981,10,300,300,400,1333,1530.55,197.55,14.82,Catamarca
1993,42,200,200,200,1000,1388.73,388.73,38.87,La Pampa
2000,86,50000,29000,40600,1400,1155.08,244.92,17.49,Santiago del Estero
2012,6,5950,5950,19385,3258,2630.15,627.85,19.27,Buenos Aires
1944,54,15,12,14,1167,970.65,196.35,16.83,Misiones
1996,90,42000,42000,105000,2500,2321.97,178.03,7.12,Tucumán
1977,14,7000,7000,12600,1800,1861.38,61.38,3.41,Córdoba
1972,82,11500,10500,21000,2000,1851.67,148.33,7.42,Santa Fe
2012,18,15000,15000,18000,1200,1718.19,518.19,43.18,Corrientes
1979,6,500,0,0,0,0.0,0.0,,Buenos Aires
1981,82,2500,2500,4800,1920,1759.23,160.77,8.37,Santa Fe
1998,6,200,200,400,2000,1804.4,195.6,9.78,Buenos Aires
2017,6,50650,45650,63010,1380,1387.4,7.4,0.54,Buenos Aires
1991,38,2500,2500,5300,2120,1970.01,149.99,7.07,Jujuy
2016,66,101240,101240,242976,2400,2356.97,43.03,1.79,Salta
2017,30,12000,9300,9780,1052,2052.52,1000.52,95.11,Entre Ríos
1989,38,2700,2700,6800,2519,2169.44,349.56,13.88,Jujuy
1979,6,1560,1360,1540,1132,1418.56,286.56,25.31,Buenos Aires
2018,6,130264,129464,300081,2318,2342.74,24.74,1.07,Buenos Aires
2015,30,144000,140000,238000,1700,1740.95,40.95,2.41,Entre Ríos
1972,38,65,65,78,1200,1165.98,34.02,2.83,Jujuy
2010,90,30000,29910,89730,3000,2763.18,236.82,7.89,Tucumán
1992,6,10000,8800,13300,1511,1650.62,139.62,9.24,Buenos Aires
1975,22,400,400,450,1125,1245.69,120.69,10.73,Chaco
1977,54,2200,2150,3000,1395,1521.77,126.77,9.09,Misiones
2007,6,81000,81000,161284,1991,2054.78,63.78,3.2,Buenos Aires
1981,54,2900,2600,3500,1346,1523.03,177.03,13.15,Misiones
1993,90,8200,8200,16400,2000,1883.54,116.46,5.82,Tucumán
1963,54,50,25,20,800,862.86,62.86,7.86,Misiones
1977,34,200,50,50,1000,1001.84,1.84,0.18,Formosa
1971,18,100,70,63,900,986.18,86.18,9.58,Corrientes
2022,66,23834,23834,41488,1741,1596.22,144.78,8.32,Salta
1981,82,2500,2300,2530,1100,1420.21,320.21,29.11,Santa Fe
2001,74,14000,14000,40600,2900,2646.31,253.69,8.75,San Luis
1987,6,29000,29000,56000,1931,1992.85,61.85,3.2,Buenos Aires
1979,6,1100,1100,750,682,1470.87,788.87,115.67,Buenos Aires
1978,18,500,410,492,1200,1268.61,68.61,5.72,Corrientes
1989,66,10000,10000,25000,2500,2246.69,253.31,10.13,Salta
2010,6,107600,105973,305086,2879,2938.43,59.43,2.06,Buenos Aires
2014,14,7000,7000,19600,2800,2651.19,148.81,5.31,Córdoba
2009,6,104100,104100,383500,3684,3733.85,49.85,1.35,Buenos Aires
1993,86,2500,2300,4100,1783,1808.98,25.98,1.46,Santiago del Estero
1979,30,1000,600,780,1300,1494.89,194.89,14.99,Entre Ríos
2000,14,13000,12900,32300,2504,2283.08,220.92,8.82,Córdoba
2019,6,84285,84285,269467,3197,3159.07,37.93,1.19,Buenos Aires
2003,42,5700,5500,8300,1509,1890.63,381.63,25.29,La Pampa
1969,54,720,677,677,1000,973.62,26.38,2.64,Misiones
2012,6,22000,21095,64814,3072,2757.15,314.85,10.25,Buenos Aires
1974,6,500,500,600,1200,1363.72,163.72,13.64,Buenos Aires
2005,6,180350,180350,649882,3603,3482.84,120.16,3.34,Buenos Aires
1984,34,150,150,350,2333,1603.63,729.37,31.26,Formosa
2005,34,544,544,1125,2068,1863.24,204.76,9.9,Formosa
2006,14,323186,323186,955965,2958,2946.34,11.66,0.39,Córdoba
1973,18,200,170,289,1700,1435.75,264.25,15.54,Corrientes
1989,6,5000,5000,10000,2000,1951.24,48.76,2.44,Buenos Aires
2016,6,14501,13721,52783,3847,3057.8,789.2,20.51,Buenos Aires
1982,34,200,0,0,0,0.0,0.0,,Formosa
1982,6,120,120,168,1400,1473.33,73.33,5.24,Buenos Aires
1978,30,2340,2200,3000,1364,1500.99,136.99,10.04,Entre Ríos
1990,22,1000,1000,1500,1500,1617.18,117.18,7.81,Chaco
2020,90,22300,22030,59481,2700,2709.35,9.35,0.35,Tucumán
2012,6,39400,39400,143220,3635,3625.59,9.41,0.26,Buenos Aires
1974,6,100,100,140,1400,1359.04,40.96,2.93,Buenos Aires
1980,82,3550,2450,3000,1224,1339.76,115.76,9.46,Santa Fe
1999,14,3800,3800,9300,2447,2187.48,259.52,10.61,Córdoba
2003,22,4000,4000,5200,1300,1825.35,525.35,40.41,Chaco
1997,6,1700,1600,2400,1500,1785.09,285.09,19.01,Buenos Aires
2011,6,110500,110500,361900,3275,3243.3,31.7,0.97,Buenos Aires
2019,6,77960,77960,190112,2439,2493.37,54.37,2.23,Buenos Aires
2016,6,136900,132300,288400,2180,2202.81,22.81,1.05,Buenos Aires
1985,6,250,250,450,1800,1645.77,154.23,8.57,Buenos Aires
1992,42,500,460,900,1957,1695.46,261.54,13.36,La Pampa
1973,18,20,5,7,1400,847.44,552.56,39.47,Corrientes
1990,66,10000,10000,23000,2300,2076.86,223.14,9.7,Salta
1992,6,1200,1000,1600,1600,1610.88,10.88,0.68,Buenos Aires
2014,86,220000,217800,566280,2600,2680.57,80.57,3.1,Santiago del Estero
2000,22,3000,3000,5700,1900,1980.91,80.91,4.26,Chaco
1976,22,30,30,28,933,1082.37,149.37,16.01,Chaco
2009,22,4500,4000,6200,1550,1909.51,359.51,23.19,Chaco
2019,42,96300,94400,372900,3950,3817.87,132.13,3.34,La Pampa
1990,6,1100,1000,1800,1800,1680.84,119.16,6.62,Buenos Aires
1988,6,600,600,600,1000,1459.71,459.71,45.97,Buenos Aires
1996,22,4000,4000,7600,1900,1895.97,4.03,0.21,Chaco
1997,6,200,200,500,2500,1834.96,665.04,26.6,Buenos Aires
1966,90,275,250,305,1220,1114.07,105.93,8.68,Tucumán
2013,82,288427,288427,992481,3441,3275.02,165.98,4.82,Santa Fe
1996,6,2300,2300,3500,1522,1741.22,219.22,14.4,Buenos Aires
1977,90,150,150,270,1800,1579.61,220.39,12.24,Tucumán
2003,6,2200,2070,3500,1691,1788.87,97.87,5.79,Buenos Aires
